cornu14	Andalus	39.63212	-3.91003	Abnaš	Abnash	Abnash	abnas	towns	ABNASH_039N396W_C14	
cornu14	Andalus	43.18643	3.00118	Arbūnaŧ	Arbūna	Arbuna	arbuna	towns	ARBUNA_030N431E_C14	
cornu14	Andalus	37.08687	-4.42886	Arǧidūnaŧ	Arjidūna	Arjiduna	argiduna	towns	ARJIDUNA_044N370W_C14	
cornu14	Andalus	37.92040	-4.05300	Arǧūnaŧ	Arjūna	Arjuna	arguna	towns	ARJUNA_040N379W_C14	
cornu14	Andalus	38.00689	-7.80444	Bāǧaŧ	Bāja	Baja	baga	towns	BAJA_078N380W_C14	
cornu14	Andalus	38.00689	-7.80444	Bāǧaŧ	Bāja	Baja	baga	regions	BAJA_078N380W_C14	district
cornu14	Andalus	36.95657	-2.41826	Baǧǧānaŧ	Bajjāna	Bajjana	baggana	towns	BAJJANA_024N369W_C14	
cornu14	Andalus	36.95657	-2.41826	Baǧǧānaŧ	Bajjāna	Bajjana	baggana	regions	BAJJANA_024N369W_C14	district
cornu14	Andalus	37.28888	1.71713	Baḥr al-Rūm	Baḥr al-Rūm	Bahr al-Rum	bahr rum	waters	BAHRRUM_017N372E_C14	
cornu14	Andalus	39.43516	-0.41486	Balansiyyaŧ	Balansiyya	Balansiyya	balansiyya	towns	BALANSIYYA_004N394W_C14	
cornu14	Andalus	39.43516	-0.41486	Balansiyyaŧ	Balansiyya	Balansiyya	balansiyya	regions	BALANSIYYA_004N394W_C14	district
cornu14	Andalus	38.87561	-7.17410	al-Baš/Albas	al-Bash	al-Bash	bas	towns	BASH_071N388W_C14	
cornu14	Andalus	38.83500	-6.99606	Baṭalyūs/Baṭalyūṯ	Baṭalyūt	Batalyut	batalyut	towns	BATALYUT_069N388W_C14	cite
cornu14	Andalus	38.83500	-6.99606	Baṭalyūs/Baṭalyūṯ	Baṭalyūt	Batalyut	batalyut	regions	BATALYUT_069N388W_C14	
cornu14	Andalus	41.83632	0.57785	al-Bayḍāʾ	al-Bayḍāʾ	al-Bayda	bayda	towns	BAYDA_005N418E_C14	
cornu14	Andalus	37.45788	-4.20406	Bayġū	Bayghū	Bayghu	baygu	towns	BAYGHU_042N374W_C14	
cornu14	Andalus	37.99980	-3.45773	Bayyāsaŧ	Bayyāsa	Bayyasa	bayyasa	towns	BAYYASA_034N379W_C14	
cornu14	Andalus	39.02806	-7.87188	Bīzaŧ	Bīza	Biza	biza	towns	BIZA_078N390W_C14	
cornu14	Andalus	38.63018	-4.89554	Faḥṣ al-Ballūṭ	Faḥṣ al-Ballūṭ	Fahs al-Ballut	fahs ballut	regions	FAHSBALLUT_048N386W_C14	
cornu14	Andalus	37.95728	-5.58702	Firrīš/Qarsīs	Firrīsh	Firrish	firris	villages	FIRRISH_055N379W_C14	
cornu14	Andalus	37.41112	-6.99696	Ǧabal al-ʿUyūn	Jabal al-ʿUyūn	Jabal al-Uyun	gabal uyun	towns	JABALUYUN_069N374W_C14	
cornu14	Andalus	38.68214	-5.01064	Ġāfiq	Ghāfiq	Ghafiq	gafiq	towns	GHAFIQ_050N386W_C14	
cornu14	Andalus	38.77894	-7.22985	Ǧalmāniyaŧ	Jalmāniya	Jalmaniya	galmaniya	towns	JALMANIYA_072N387W_C14	
cornu14	Andalus	37.20621	-3.59980	Ġarnāṭaŧ	Gharnāṭa	Gharnata	garnata	towns	GHARNATA_035N372W_C14	
cornu14	Andalus	37.78977	-3.80302	Ǧayyān	Jayyān	Jayyan	gayyan	towns	JAYYAN_038N377W_C14	
cornu14	Andalus	36.16752	-5.33071	Ǧazīraŧ Ǧabal Ṭāriq	Jazīrat Jabal Ṭāriq	Jazirat Jabal Tariq	gazira gabal tariq	towns	JAZIRAJABALTARIQ_053N361W_C14	
cornu14	Andalus	36.16359	-5.43793	Ǧazīraŧ al-Ḫaḍrāʾ	Jazīrat al-Khaḍrāʾ	Jazirat al-Khadra	gazira hadra	regions	JAZIRAKHADRA_054N361W_C14	
cornu14	Andalus	41.93607	2.84472	Ǧirundaŧ	Jirunda	Jirunda	girunda	towns	JIRUNDA_028N419E_C14	
cornu14	Andalus	37.87073	-4.22025	Ḥiṣn Bulkūnaŧ	Ḥiṣn Bulkūna	Hisn Bulkuna	hisn bulkuna	towns	HISNBULKUNA_042N378W_C14	
cornu14	Andalus	37.06463	-7.90515	Ḫušunubaŧ/Uḫšunubaŧ	Khushūnuba	Khushunuba	husunuba	regions	KHUSHUNUBA_079N370W_C14	
cornu14	Andalus	37.40790	-5.96199	Išbīliyyaŧ	Ishbīliyya	Ishbiliyya	isbiliyya	towns	ISHBILIYYA_059N374W_C14	cite
cornu14	Andalus	37.40790	-5.96199	Išbīliyyaŧ	Ishbīliyya	Ishbiliyya	isbiliyya	regions	ISHBILIYYA_059N374W_C14	
cornu14	Andalus	37.53493	-5.10865	Istiǧaŧ	Istija	Istija	istiga	towns	ISTIJA_051N375W_C14	
cornu14	Andalus	38.81784	-4.06918	Karkūyaŧ	Karkūya	Karkuya	karkuya	towns	KARKUYA_040N388W_C14	
cornu14	Andalus	37.23807	-7.21996	Lab	Lab	Lab	lab	towns	LAB_072N372W_C14	
cornu14	Andalus	37.38969	-6.66965	Lablaŧ	Labla	Labla	labla	towns	LABLA_066N373W_C14	
cornu14	Andalus	41.60948	0.64889	Lāridaŧ	Lārida	Larida	larida	sites	LARIDA_006N416E_C14	
cornu14	Andalus	37.22734	-3.66814	Libīraŧ/Ilbīraŧ	Libīra	Libira	libira	towns	LIBIRA_036N372W_C14	
cornu14	Andalus	37.22734	-3.66814	Libīraŧ/Ilbīraŧ	Libīra	Libira	libira	regions	LIBIRA_036N372W_C14	district
cornu14	Andalus	38.76878	-9.14514	Lišbūnaŧ	Lishbūna	Lishbuna	lisbuna	towns	LISHBUNA_091N387W_C14	
cornu14	Andalus	42.61850	-5.56634	Liyūn	Liyūn	Liyun	liyun	towns	LIYUN_055N426W_C14	
